QSPRID	pKi_median_Label	pKi_median_Prediction	Fold
P08908_LIGANDS_nostereo_2342	6.66	6.58928	4.0
P08908_LIGANDS_nostereo_0809	7.53	7.06663	4.0
P08908_LIGANDS_nostereo_2664	8.0	8.41603	4.0
P08908_LIGANDS_nostereo_1448	7.25	6.79191	4.0
P08908_LIGANDS_nostereo_2120	5.79	7.09814	4.0
P08908_LIGANDS_nostereo_0249	6.85	6.91619	4.0
P08908_LIGANDS_nostereo_0627	7.06	6.65065	4.0
P08908_LIGANDS_nostereo_2301	7.92	7.20822	4.0
P08908_LIGANDS_nostereo_0673	8.605	8.01498	4.0
P08908_LIGANDS_nostereo_1587	9.05	8.73764	4.0
P08908_LIGANDS_nostereo_1131	8.23	7.27268	4.0
P08908_LIGANDS_nostereo_0490	6.91	6.555	4.0
P08908_LIGANDS_nostereo_1002	7.29	7.08421	4.0
P08908_LIGANDS_nostereo_2532	8.4	8.288	4.0
P08908_LIGANDS_nostereo_2973	8.13	7.59257	4.0
P08908_LIGANDS_nostereo_0803	8.07	7.83905	4.0
P08908_LIGANDS_nostereo_2254	6.22	7.02356	4.0
